Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2024,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,140,0,0.24,0,0,15.44,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,41,0,0.65,0,0,5.65,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,112,2,2.15,0.93,0.16,3.07,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,354,2,1.76,1.14,0.19,3.76,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,4,0,0.03,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,145,1,0.47,2.14,0.05,11.91,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),All procedures,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,2008,32,13.2,2.43,1.69,3.38,Worse,
2024,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,140,0,0.44,0,0,8.48,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,4,0,0.04,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,109,5,2.18,2.3,0.84,5.09,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,96,0,0.37,0,0,9.89,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,281,1,0.67,1.5,0.04,8.33,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,13,0,0.18,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,449,11,3.02,3.64,1.92,6.33,Worse,
2024,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,9,0,0.03,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,303,7,1.64,4.27,1.87,8.45,Worse,
2024,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,495,7,3.12,2.24,0.98,4.44,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,16,0,0.02,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,13,0,0.22,0,0,17.08,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,68,1,1.23,0.81,0.04,4.01,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,9,0,0.04,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),All procedures,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1012,5,5.04,0.99,0.36,2.2,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",96,0,0.24,0,0,15.57,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",3,0,0.03,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",58,0,1.01,0,0,2.95,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",54,0,0.27,0,0,13.71,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",127,0,0.4,0,0,9.25,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",56,0,0.3,0,0,12.3,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",125,1,0.49,2.03,0.05,11.32,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",36,0,0.13,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",284,1,0.51,1.96,0.05,10.93,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",58,1,0.27,3.73,0.09,20.79,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",19,0,0.02,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",16,0,0.02,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",20,0,0.4,0,0,9.27,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",44,2,0.91,2.2,0.27,7.93,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",13,0,0.03,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),All procedures,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,8653,57,50.6,1.13,0.86,1.45,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,369,0,2.36,0,0,1.27,Same,
2024,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,25,2,0.57,3.51,0.43,12.68,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,447,2,1.85,1.08,0.18,3.57,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1261,1,2.21,0.45,0.02,2.23,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,258,3,6.87,0.44,0.11,1.19,Same,
2024,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,447,6,4.17,1.44,0.58,3,Same,
2024,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,13,0,0.15,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,565,9,3.1,2.9,1.42,5.33,Worse,
2024,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,615,2,2.86,0.7,0.12,2.31,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,203,3,1.35,2.22,0.57,6.04,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,260,3,1.79,1.67,0.43,4.56,Same,
2024,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,322,0,2.27,0,0,1.32,Same,
2024,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,17,1,0.13,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,285,1,1.04,0.96,0.05,4.72,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,445,0,1.27,0,0,2.35,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,740,8,4.44,1.8,0.84,3.42,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,250,0,0.2,0,0,18.35,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1055,3,1.81,1.65,0.42,4.5,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,87,1,1.56,0.64,0.03,3.17,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,365,7,7.42,0.94,0.41,1.87,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,402,4,2.24,1.79,0.57,4.32,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,13,1,0.09,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,209,0,0.88,0,0,4.2,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),All procedures,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,2999,19,13.78,1.38,0.86,2.11,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,287,0,0.82,0,0,4.49,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,531,2,0.83,2.4,0.29,8.66,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,109,1,2.39,0.42,0.02,2.06,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,213,0,1.13,0,0,2.64,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,312,0,0.83,0,0,4.43,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,16,0,0.22,0,0,16.54,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,289,7,1.67,4.2,1.84,8.31,Worse,
2024,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,47,0,0.23,0,0,16.32,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,14,0,0.1,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,15,0,0.05,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,231,0,0.82,0,0,4.48,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,194,3,0.56,5.34,1.1,15.6,Worse,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,267,4,1.16,3.44,1.09,8.29,Worse,
2024,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,44,0,0.03,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,123,0,0.18,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,26,0,0.46,0,0,8.05,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,69,0,1.23,0,0,2.43,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,142,2,0.78,2.58,0.31,9.32,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,1,0,0,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,68,0,0.26,0,0,14.08,Same,¥ See Data Dictionary
2024,California,San Diego,Surgical Site Infections (SSI),All procedures,080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",1194,6,6.37,0.94,0.38,1.96,Same,
2024,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",57,0,0.13,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",31,0,0.07,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",68,2,1.38,1.45,0.24,4.78,Same,
2024,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",39,0,0.16,,,,,
2024,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,
